movie_id,cast_name,writer,producer,director
60307,"Zachary Gordon,Devon Bostick,Rachael Harris,Robert Capron,Steve Zahn,Connor Fielding,Owen Fielding,Peyton List,Karan Brar,Fran Kranz,Grayson Russell,Laine MacNeil,Terence Kelly,Belita Moreno,Andrew McNee,Alf Humphreys,Jakob Davies,Teryl Rothery,Spencer Drever",,,David Bowers
106,"Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo,Bill Duke,Jesse Ventura,Sonny Landham,Richard Chaves,R. G. Armstrong,Shane Black,Kevin Peter Hall",,"Joel Silver,Jim Thomas,Lawrence Gordon",John McTiernan
279,"F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,Simon Callow,Christine Ebersole,Jeffrey Jones,Barbara Bryne,Cynthia Nixon,Douglas Seale,Charles Kay,Kenny Baker,Martin Cavina,Roderick Cook,Milan Demjanenko,Peter DiGesu,Patrick Hines,Nicholas Kepros,Philip Lenkowsky,Lisbeth Bartlett,Richard Frank,Herman Meckler,Jonathan Moore,Brian Pettifer,Vincent Schiavelli,John Strauss,Miro Grisa,Karel Gult,Karel Fiala,John Carrafa,Karel Effa,Jan Pohan,Therese Herz,Milan Riehs,June Anderson,Isobel Buchanan,Anne Howells,Robin Leggate,Felicity Lott,Alexander Oliver,Samuel Ramey,Richard Stilwell,John Tomlinson,Willard White,Michele Esposito",,Saul Zaentz,
8617,"Brittany Snow,Scott Porter,Jessica Stroup,Dana Davis,Kelly Blatz,Collins Pennie,Johnathon Schaech,Idris Elba,Jessalyn Gilsig,Kellan Lutz,James Ransone,Mary Mara,Allison Kyler,Craig Susser,Valeri Ross,Brianne Davis,Linden Ashby,Jana Kramer,Rachel Specter,Lori Heuring,Jay Phillips,Joshua Leonard",,"Neal H. Moritz,Toby Jaffe",Nelson McCormick
10625,"Lindsay Lohan,Rachel McAdams,Tim Meadows,Ana Gasteyer,Amy Poehler,Tina Fey,Lacey Chabert,Lizzy Caplan,Amanda Seyfried,Jonathan Bennett,Daniel Franzese,Neil Flynn,Daniel DeSanto,Rajiv Surendra,Diego Klattenhoff,Dwayne Hill,Alexandra Stapley,Nicole Crimi,Miranda Edwards,Julia Chantrey,Stefanie Drummond,Jo Chim,Jill Morrison,Clare Preuss,Krysta Carter,Dan Willmott,Sharron Matthews,Ky Pham,Olympia Lukis,Jan Caruana,Erin Thompson,Molly Shanahan,Danielle Nguyen,David Reale,Wai Choy,Alisha Morrison,Jonathan Malen,Laura de Carteret",,Lorne Michaels,Mark Waters
10934,"Diane Lane,Sandra Oh,Lindsay Duncan,Raoul Bova,Vincent Riotta,Mario Monicelli,Roberto Nobile,Anita Zagaria,Evelina Gori,Kate Walsh,Giulia Steigerwalt,Pawel Szajda,Valentine Pelka,Sasa Vulicevic,Massimo Sarchielli,Claudia Gerini,Geoffrey Rivas,Sean Kaplan",,"Tom Sternberg,Audrey Wells,Katie DiMento,Jon Goldman,Edoardo Petti",Audrey Wells
5279,"Helen Mirren,Clive Owen,Maggie Smith,Geraldine Somerville,Jeremy Northam,Kristin Scott Thomas,Tom Hollander,Michael Gambon,Kelly Macdonald,Eileen Atkins,Emily Watson,Alan Bates,Richard E. Grant,Ryan Phillippe,Trent Ford,Stephen Fry,Charles Dance,Camilla Rutherford,Adrian Scarborough,Derek Jacobi,Claudie Blakley,Bob Balaban,Jeremy Swift,James Wilby,Lucy Cohu,Laurence Fox,Natasha Wightman,Teresa Churcher,Sophie Thompson,Frances Low",,"Robert Altman,David Levy,Julian Fellowes,Bob Balaban,Joshua Astrachan,Jane Frazer",Robert Altman
10013,"Kathleen Turner,Nicolas Cage,Barry Miller,Catherine Hicks,Joan Allen,Jim Carrey,Barbara Harris,Sofia Coppola,Helen Hunt,Don Murray,Lisa Jane Persky,Lucinda Jenney,Wil Shriner,Leon Ames,Glenn Withrow",,Paul R. Gurian,Francis Ford Coppola
194662,"Michael Keaton,Emma Stone,Zach Galifianakis,Naomi Watts,Edward Norton,Kenny Chin,Jeremy Shamos,Andrea Riseborough,Damian Young,Keenan Shimizu,Akira Ito,Natalie Gold,Merritt Wever,Michael Siberry,Clark Middleton,Amy Ryan,William Youmans,Lindsay Duncan,Paula Pell,David Fierro,Hudson Flynn,Warren Kelley,Joel Garland,Brent Bateman,Donna Lynne Champlin,Valentino Musumeci,Taylor Schwencke,Craig muMs Grant,Kyle Knauf,Dave Neal,Kelly Southerland,Roberta Colindrez,Catherine Peppers,Frank Ridley,Janis Corsair,Rakesh G. Shah,Bill Camp,Malachi Weir,Jackie Hoffman,Stephen Adly Guirgis,Glenn Wein,Ebrahim Jaffer,Rain Noe,Susan Blackwell,Anna Hardwick,Dusan Dukic,Ian Finlay",,"Arnon Milchan,James W. Skotchdopole,John Lesher",
160588,"Cate Blanchett,Alec Baldwin,Sally Hawkins,Bobby Cannavale,Louis C.K.,Peter Sarsgaard,Andrew Dice Clay,Michael Stuhlbarg,Alden Ehrenreich,Charlie Tahan,Max Casella,Tammy Blanchard,Martin Cantu,Daniel Jenks,Max Rutherford,Ali Fedotowsky",Woody Allen,"Letty Aronson,Stephen Tenenbaum,Edward Walson",Woody Allen
9829,"J.J. Johnson,Polly Adams,Trish Gates,Nancy McDoniel,Opal Alladin,Gary Commock,Starla Benford,Susan Blommaert,David Alan Basche,Richard Bekins,Christian Clemenson,Ray Charleson,Denny Dillon,Peter Hermann,Lorna Dallas,Kate Jennings Grant,Trieste Kelly Dunn,Tara Hugo,Marceline Hugot,Khalid Abdalla,Olivia Thirlby,Daniel Sauli",,"Lloyd Levin,Tim Bevan,Eric Fellner,Paul Greengrass,Michael Bronner,Kate Solomon",Paul Greengrass
10028,"Jessica Alba,Mekhi Phifer,Joy Bryant,Romeo Miller,David Moscow,Zachary Isaiah Williams,Missy Elliott,Anthony Sherwood,Lonette McKee,Maestro,Judi Embden,Scott Neil,Sarah Francis,Jull Weber,Kevin Duhaney,Brandi Ward,Fonzworth Bentley,Tracy Dawson,Laurieann Gibson,Shawn Desman",,"Marc Platt,Andre Harrell,Nicole Brown",Bille Woodruff
10535,"Leslie Nielsen,Nicollette Sheridan,Charles Durning,Marcia Gay Harden,Barry Bostwick,Andy Griffith,Stephanie Romanov,Talisa Soto,Robert Guillaume,Carl Ciarfalio,Keith Campbell,Esau McKnight,Taylor Negron,Alex Trebek,Mr. T,Ray Charles,Joyce Brothers,Hulk Hogan,Pat Morita,Elizabeth Kaitan,Alexandra Paul,Michael Berryman,Eddie Deezen,John Kassir,John Ales,Elya Baskin,Mason Gamble,Carlos Lauchu,Robert Culp,Fabio,Curtis Armstrong,Clyde Kusatsu,Diane Klimaszewski,Elaine Klimaszewski,Tina Arning,Rick Cramer",,"Doug Draizin,Rick Friedberg,Jeffrey Konvitz",Rick Friedberg
790,"Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh,John Houseman,Tom Atkins,James Canning,Charles Cyphers,Nancy Kyes,Ty Mitchell,Hal Holbrook,John F. Goff,George Buck Flower,Regina Waldon,Jim Haynie,Darrow Igus",,"Debra Hill,Barry Bernardi,Pegi Brotman",John Carpenter
43959,"AnnaSophia Robb,Helen Hunt,Lorraine Nicholson,Carrie Underwood,Dennis Quaid,Kevin Sorbo,Ross Thomas,Chris Brochu,Jeremy Sumter,Sonya Balmores Chung,Craig T. Nelson,Cody Gomes,Branscombe Richmond,Bethany Hamilton,Alana Blanchard,Sean McNamara",,,Sean McNamara
10364,"Alan Arkin,Martin Balsam,Richard Benjamin,Art Garfunkel,Jack Gilford,Buck Henry,Bob Newhart,Anthony Perkins,Paula Prentiss,Orson Welles,Jon Voight,Martin Sheen,Bob Balaban,Charles Grodin,Norman Fell,Austin Pendleton,Peter Bonerz,Bruce Kirby,Jack Riley,Susanne Benton",,"Martin Ransohoff,John Calley",Mike Nichols
16991,"Seth Rogen,Anna Faris,Ray Liotta,Collette Wolfe,Danny McBride,Aziz Ansari,Celia Weston,Dan Bakkedahl,Jesse Plemons,Eddie Rouse,John Yuan,Matt Yuan,Randy Gambill,Alston Brown,Cody Midthunder,Patton Oswalt,Lauren Miller,Ben Best,William Sterchi,David House,Fran Martone,Amy Baklini",Jody Hill,,Jody Hill
9610,"Arnold Schwarzenegger,Grace Jones,Wilt Chamberlain,Tracey Walter,Mako,Sarah Douglas,Pat Roach,Jeff Corey",,"Raffaella De Laurentiis,Edward R. Pressman",Richard Fleischer
1578,"Robert De Niro,Joe Pesci,Cathy Moriarty,Frank Vincent,Nicholas Colasanto,Theresa Saldana,Mario Gallo,John Turturro,Frank Adonis,Charles Scorsese,Rita Bennett,Bernie Allen,Gene LeBell,Victor Magnotta,Shay Duffin,Jack Lotz,Kevin Breslin,Coley Wallace,Fred Dennis,Harvey Parry,Michael Badalucco,Geraldine Smith,Mardik Martin,Peter Savage,Daniel P. Conte,Richard McMurray,Candy Moore,Wally K. Berns,Allen Joseph,Martin Scorsese,Vincent Barbi,Robert Dahdah,Vincent Di Paolo,Marty Farrell,Charles Guardino,R. Michael Givens,Chuck Hicks,Michael Charles Hill,Walt La Rue,Angelo Lamonea,Gil Perkins,Tony Lip,Jerry Schram,McKenzie Westmore,Jimmy Williams,Joseph Bono",,"Irwin Winkler,Robert Chartoff",Martin Scorsese
25643,"Aaron Eckhart,Jennifer Aniston,Judy Greer,Martin Sheen,Deirdre Blades,John Carroll Lynch,Dan Fogler,Sasha Alexander,Frances Conroy,Joe Anderson,Clyde Kusatsu,Anne Marie DeLuise,Tyler McClendon,Panou,Michael Kopsa,Elfina Luk",,"Scott Stuber,Mike Thompson,Alexa Faigen",Brandon Camp
11904,"Nicholas Rowe,Alan Cox,Sophie Ward,Anthony Higgins,Susan Fleetwood,Matthew Ryan,Earl Rhodes",,"Mark Johnson,Henry Winkler",Barry Levinson
28665,"Kay Panabaker,Naturi Naughton,Kherington Payne,Megan Mullally,Walter Perez,Asher Book,Krystal Ellsworth,Anna Maria Perez de Tagle",Christopher Gore,"Tom Rosenberg,Gary Lucchesi,Richard S. Wright,Mark Canton,Celine Catalaa",Kevin Tancharoen
44115,"James Franco,Kate Mara,Amber Tamblyn,Lizzy Caplan,Kate Burton,Treat Williams,Sean Bott,Koleman Stinger,Parker Hadley,Bailee Michelle Johnson,Rebecca C. Olson,Fenton Quinn,John Lawrence,Pieter Jan Brugge,Norman Lehnert,Peter Joshua Hull,Darin Southam,Terry S. Mercer,Elizabeth Hales,Brad Johnson,Samantha Marsden,Kyle Paul,Kelsie Mathews,Aron Ralston,Johnny Ahn,Robert Bear,Lonzo Liggins,Priscilla Poland",,"Danny Boyle,Christian Colson,John Smithson,Tom Heller,Gareth Smith",Danny Boyle
10569,"Woody Allen,Carolyn Saxon,Tracey Ullman,Michael Rapaport,Tony Darrow,Jon Lovitz,Bill Gerber,Sam Josepher,Diane Bradley,Lawrence Howard Levy,Crystal Field,Cindy Carver,Laurine Towler,Olivia Hayman,Brian Markinson,Fanda Nikic,Elaine May,Dana Tyler,Steve Kroft,Hugh Grant,Ray Garvey",,"Letty Aronson,Helen Robin,Charles H. Joffe,Jack Rollins,Jean Doumanian",Woody Allen
10560,"Amanda Schull,Zoe Saldana,Susan May Pratt,Peter Gallagher,Scottie Thompson",,Laurence Mark,Nicholas Hytner
333348,"Steve Martin,Diane Keaton,John Goodman,Alan Arkin,Olivia Wilde,Ed Helms,Amanda Seyfried,Marisa Tomei,Jake Lacy,Anthony Mackie,June Squibb,Alex Borstein,Jon Tenney,Michelle Veintimilla",,,Jessie Nelson
20483,"Kristen Stewart,Corbin Bleu,Max Thieriot,Jennifer Beals,Sam Robards,John Carroll Lynch,James Le Gros,Michael Des Barres,Stark Sands,Lennie Loftin,Francois Giroday,Christine Estabrook,Kevin G. Schmidt,Audrey Wasilewski,Lucy Butler,Elizabeth Decker,Grant Hayden Scott,Shane Avery Scott,Dawn Lewis,Marcus Hester,Robert Harvey,Todd M. Hofacker,Claudia DiFolco,Patrick Stinson,Jerry Penacoli,Maria Quiban,Kane Ritchotte,Franklin Dennis Jones,Linus Merwin,Kristen Kerr,Gianina Sbardellati,Chelsea Bond,Daniel Dotterer,Meagen Fay",,"Andrew Lazar,Jeffrey Graup,Gym Hinderer","Bart Freundlich,James Sbardellati,Peter Merwin"
11457,"Kevin Kline,Kristin Scott Thomas,Hayden Christensen,Jena Malone,Mary Steenburgen,Ian Somerhalder,Scott Bakula,Sandra Nelson,Sam Robards",,Rob Cowan,Irwin Winkler
321697,"Michael Fassbender,Kate Winslet,Seth Rogen,Katherine Waterston,Jeff Daniels,Michael Stuhlbarg,Makenzie Moss,Sarah Snook,Adam Shapiro,John Ortiz,Steven Wiig,Apeksha Pradhan,Diogo Hausen,Lana Palmer,Ripley Sobo,John Steen,Stan Roth,Mihran Slougian",Aaron Sorkin,"Danny Boyle,Scott Rudin,Mark Gordon,Guymon Casady,Christian Colson",Danny Boyle
19840,"Hayden Panettiere,Paul Rust,Lauren London,Lauren Storm,Jack Carpenter,Marie Avgeropoulos,Anja Savcic,Shawn Roberts,Jared Keeso,Andrea Savage,Anna Mae Routledge,Brendan Penny,Josh Emerson,Alan Ruck,Cynthia Stevenson,Pat Finn,Violet Columbus",,"Chris Columbus,Mark Radcliffe,Michael Barnathan",Chris Columbus
22327,"Michael Cera,Zach Galifianakis,Justin Long,Ray Liotta,Steve Buscemi,Ari Graynor,Portia Doubleday,Rooney Mara,Erik Knudsen,Adhir Kalyan,Fred Willard,Jade Fusco,Lise Lacasse,M. Emmet Walsh,Mary Kay Place,Jonathan B. Wright",,David Permut,Miguel Arteta
38665,"Christopher Lloyd,Matt Clark,Juanin Clay,Jason Robards,John Bennett Perry,David Hayward,Richard Farnsworth,Marc Gilpin,John Hart,Klinton Spilsbury,Michael Horse,Lincoln Tate,Ted Flicker,Bonita Granville",,,William A. Fraker
2575,"Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis,Leonor Varela,Brendan Gleeson,Harold Pinter,Catherine McCormack,Daniel Radcliffe,Lola Boorman,Mark Margolis,Martin Ferrero,Dylan Baker,Jon Polito,Jonathan Hyde",,John Boorman,John Boorman
11644,"John Travolta,Nancy Allen,John Lithgow,Dennis Franz,Peter Boyden,Curt May,John Aquino,John McMartin,Deborah Everton,J. Patrick McNamara,Missy Cleveland,Roger Wilson,Barbara Sigel,David DeFelice,Roberto Lombardi,Missy Crutchfield",,George Litto,Brian De Palma
146227,"Ethan Hawke,Selena Gomez,Jon Voight,Paul Freeman,Bruce Payne,Rebecca Budig,Dimo Alexiev,Velislav Pavlov,Dejan Angelov,Peewee Piemonte,Ivaylo Geraskov,Esteban Cueto","Sean Finegan,Gregg Maxwell Parker","Moshe Diamant,Courtney Solomon,Christopher Milburn,Allan Zeman",Courtney Solomon
68924,"Kevin Kline,Joan Allen,Sigourney Weaver,Henry Czerny,Tobey Maguire,Christina Ricci,Elijah Wood,David Krumholtz,Jamey Sheridan,Kate Burton,William Cain,Michael Cumpsty,Maia Danziger,Katie Holmes,Colleen Camp","James Schamus,Rick Moody","Ang Lee,James Schamus,Ted Hope",Ang Lee
253235,"Michael Douglas,Diane Keaton,Sterling Jerins,Frances Sternhagen,Frankie Valli,Andy Karl,Mina Mirkhah,Alvin Crawford,Meryl Williams,David Aaron Baker,Theo Stockman,Sawyer Tanner Simpkins,Rob Reiner,Annie Parisse,Austin Lysy,Michael Terra,Maxwell Simkins,Kerry Flanagan,Yaya DaCosta,Scott Shepherd,Luke Robertson,Maurice Jones,Amirah Vann,Albert Jones,Luis Augusto Figueroa,Johnny Tran,Mary Rasmussen,Dave Leitch,Barbara Vincent,Markley Rizzi,Rosemary Howard,Judy Wong",,"Rob Reiner,Mark Damon,Alan Greisman",Rob Reiner
22102,"Shelley Long,Craig T. Nelson,Betty Thomas,Mary Gross,Carla Gugino,Kellie Martin,Jenny Lewis,Karen Kopins,Ami Foster,Ramon Sison,Emily Schulman","Margaret Oberman,Pamela Norris",Ava Ostern Fries,Jeff Kanew
18701,"Michael Gambon,Annette Bening,Leigh Lawson,Shaun Evans,Jeremy Irons,Juliet Stevenson,Miriam Margolyes,Max Irons,Michael Culkin,Bruce Greenwood,Tom Sturridge,Sheila McCarthy,Lucy Punch,Teresa Churcher,Rosemary Harris,Rita Tushingham,Maury Chaykin,Marsha Fitzalan",,,
10068,"Mickey Rourke,Kim Basinger,Margaret Whitton,David Margulies,Christine Baranski,Karen Young,Dwight Weist,Roderick Cook,Victor Truro,Justine Johnston",,"Mark Damon,Sidney Kimmel,Zalman King",Adrian Lyne
848,"Peter MacNicol,Caitlin Clarke,Ralph Richardson,John Hallam,Peter Eyre,Albert Salmi,Sydney Bromley,Chloe Salaman,Emrys James,Roger Kemp,Ian McDiarmid,Ken Shorter,Yolande Palfrey,Douglas Cooper,Jason White",,"Hal Barwood,Eric Rattray",Matthew Robbins
36811,"James McAvoy,Christopher Plummer,Helen Mirren,Paul Giamatti,Kerry Condon,Patrick Kennedy,David Masterson,Tomas Spencer,John Sessions",,,Michael Hoffman
522,"Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,Jeffrey Jones,G. D. Spradlin,Bill Murray,Mike Starr,Max Casella,Brent Hinkley,William James Myers,Juliet Landau,Clive Rosengren,Norman Alden,Leonard Termo,Ned Bellamy,Danny Dayton,Ross Manarchy,Bill Cusack,Lisa Marie,Stanley DeSantis,Biff Yeager,Joseph R. Gannascoli,Carmen Filpi,Lisa Malkiewicz,Melora Walters,Conrad Brooks,Don Amendolia,Reid Cruickshanks,Lionel Decker,Edmund L. Shaff,Gene LeBell,Bobby Slayton,Gretchen Becker,John Rice,Catherine Butterfield,Mary Portser,King Cotton,Don Hood,Matthew Barry,Ralph Monaco,Anthony Russell,Gregory Walcott,Charles C. Stevenson Jr.,Rance Howard,Vasek Simek,Vinny Argiro,Korla Pandit,Patti Tippo,Ray Baker,Louis Lombardi,Jesse Hernandez,Jim Boyce,Ben Ryan Ganger,Charlie Holliday,Tommy Bertelsen,Adam Drescher,Ric Mancini,Daniel Riordan,Mickey Cottrell,Lena Banks,Maurice LaMarche,Ada Tai,Arlene Tai,Rayder Woods,Ralph Moratz",,"Tim Burton,Denise Di Novi,Michael Flynn",Tim Burton
130150,"Josh Brolin,Kate Winslet,Gattlin Griffith,Tobey Maguire,Tom Lipinski,Maika Monroe,Clark Gregg,James Van Der Beek,J.K. Simmons,Brooke Smith,Brighid Fleming,Alexie Gilmore,Lucas Hedges,Micah Fowler,Dylan Minnette,Greg Nutcher,Elena Kampouris,Alex East,Matthew Rauch",,"Jason Reitman,Lianne Halfon,Russell Smith,Helen Estabrook,Nicole C. Taylor",Jason Reitman
12246,"Tadanobu Asano,Sun Honglei,Khulan Chuluun,Aliya,Ba Sen,Amadu Mamadakov,He Qi,Ben Hon Sun,Ji Ri Mu Tu,You Er,Huntun Batu,Deng Ba Te Er,Bao Di,Su Ya La Su Rong,Sai Xing Ga,Tegen Ao,Zhang Jiong,Odnyam Odsuren,Bayertsetseg Erdenebat,Amarbold Tuvshinbayar,Ba Ti,Li Jia Qi,Bu Ren,Ba Yin Qi Qi Ge,Ba De Rong Gui,Ba Te,Tunga",,"Anton Melnik,Sergei Bodrov",Sergei Bodrov
13809,"Mark Strong,Tom Wilkinson,Toby Kebbell,Gerard Butler,Tom Hardy,Idris Elba,Karel Roden,Thandie Newton,Matt King,Gemma Arterton,Jeremy Piven,Jimi Mistry,Jamie Campbell Bower,Nonso Anozie,Charlotte Armer,Ludacris,Geoff Bell",Guy Ritchie,"Guy Ritchie,Joel Silver,Susan Downey",Guy Ritchie
27380,"Barry Bostwick,Michael Beck,Persis Khambatta,Henry Silva,George Furth,Edward Mulhare,Mike Kulcsar,Ralph Wilcox,Evan C. Kim,Anthony Pena,Michael Carven,Bobby Bass",,,Hal Needham
10549,"Kenneth Branagh,Derek Jacobi,Julie Christie,Richard Briers,Kate Winslet,Nicholas Farrell,Michael Maloney,Rufus Sewell,Robin Williams,Timothy Spall,Reece Dinsdale,Jack Lemmon,Ian McElhinney,Ray Fearon,Brian Blessed,Billy Crystal,Simon Russell Beale,Don Warrington,Ravil Isyanov,Charlton Heston,Rosemary Harris,Richard Attenborough,John Gielgud,Judi Dench,John Mills,Ken Dodd,Andrew Schofield,Perdita Weeks",,David Barron,Kenneth Branagh
33870,"Chi Cao,Chengwu Guo,Wen Bin Huang,Joan Chen,Bruce Greenwood,Amanda Schull,Kyle MacLachlan,Jack Thompson,Camilla Vergotis,Madeleine Eastoe,Steven Heathcote,Aden Young,Shuangbao Wang",,,Bruce Beresford
245703,"Michael Shannon,Jaeden Lieberher,Joel Edgerton,Kirsten Dunst,Adam Driver,David Jensen,Sam Shepard,Scott Haze,Dana Gourrier,Paul Sparks,Kerry Cahill,Bill Camp,Billy Slaughter,Lucy Faust,Sean Bridgers,Allison King,Sharon Landry,Sharon Garrison,James Moses Black,Yvonne Landry,Maureen Brennan,Ann Mahoney,Garrett Hines,Dane Rhodes,Lee Zurik,Nicondra Norwood,Sam Malone,Sean Kaplan,James DuMont,Nancy Grace,Lynn Berry,Alexander Eldimiati,John L. Armijo,Michelle Benet",,Sarah Green,Jeff Nichols
10739,"Woody Allen,Jason Biggs,Christina Ricci,Stockard Channing,Danny DeVito,Jimmy Fallon,Anthony Arkin,David Conrad,Adrian Grenier,William Hill,Erica Leerhsen,Fisher Stevens,Joseph Lyle Taylor,KaDee Strickland,Diana Krall,Maurice Sonnenberg,Kenneth Edelson,Wynter Kullman,Zach McLarty,Anthony J. Ribustello,Ray Garvey,James Babbin,Carson Grant",,Letty Aronson,Woody Allen
127560,"Jeremy Irvine,Colin Firth,Michael MacKenzie,Nicole Kidman,Jeffrey Daunton,Tanroh Ishida,Tom Stokes,Bryan Probets,Tom Hobbs,Sam Reid,Akos Armont,Takato Kitamoto,Keith Fleming,Ben Aldridge,Yutaka Izumihara,Louis Toshio Okada,Micheal Doonan,Shoota Tanahshi,Peter Tuinstra,Shogo Tanikawa,Ben Warren,Yasuhiko Miyauchi,Keiichi Enomoto,Masa Yamaguchi,Hiroyuki Sanada,Ewen Leslie,Shinji Ikefuji,Jack McTaggart,Sarah McVicar,Therese Bradley,Byron J. Brochmann,Marta Dusseldorp,Charlie Ruedpokanon",,"Chris Brown,Andy Paterson,Bill Curbishley",Jonathan Teplitzky
37903,"Ursina Lardi,Ulrich Tukur,Christian Friedel,Leonie Benesch,Susanne Lothar,Fion Mutert,Levin Henning,Maria Dragus,Leonard Proxauf,Josef Bierbichler,Rainer Bock,Roxane Duran,Detlev Buck,Birgit Minichmayr,Michael Kranz,Johanna Busse,Ernst Jacobi,Gabriela Maria Schmeide,Janina Fautz,Enno Trebs,Theo Trebs,Miljan Chatelain,Eddy Grahl,Branko Samarovski,Klaus Manchen,Kristina Kneppek,Stephanie Amarell,Bianca Mey,Aaron Denkel,Mika Ahrens,Luzie Ahrens,Gary Bestla,Leonard Boes,Felix Boettcher,Sophie Czech,Paraschiva Dragus,Selina Ewald,Nora Gruler,Tim Guderjahn,Jonas Jennerjahn,Ole Joensson,Gerrit Langentepe,Lena Pankow,Sebastian Pauli,Franz Rewoldt,Kevin Schmolinski,Alexander Sedl,Nino Seide,Marvin Ray Spey,Malin Steffen,Lilli Trebs,Paul Wolf,Margarete Zimmermann,Christian Klischat,Michael Schenk,Hanus Polak Jr.,Sara Schivazappa,Marisa Growaldt,Marcin Tyrol,Sebastian Badurek,Krzysztof Zarzecki,Sebastian Pawlak,Lilli Fichtner,Amelie Litwin,Paula Kalinski,Matthias Linke,Vladik Otaryan,Nikita Vaganov,Mercedes Jadea Diaz,Simon Pawlowsky",,"Stefan Arndt,Veit Heiduschka,Andrea Occhipinti",Michael Haneke
396152,"Adrian Gaeta,Zack Ward,Sarah Ann Schultz",,,Zack Ward
10017,"Charlie Sheen,Nick Cassavetes,Sherilyn Fenn,Randy Quaid,Matthew Barry,Clint Howard,David Sherrill,Jamie Bozian,Chris Nash,Vickie Benson,Peder Melhuse,Jeffrey Sudzin,Michael Hungerford,Jeffery Feaster",Mike Marvin,John Kemeny,Mike Marvin
11468,"Val Kilmer,Adam Goldberg,Doug Hutchison,Anthony LaPaglia,Glenn Plummer,Peter Sarsgaard,Deborah Kara Unger,Chandra West,BD Wong,R. Lee Ermey,Shalom Harlow,Shirley Knight,Meat Loaf,Danny Trejo,Azura Skye,Rex Linn",,"Frank Darabont,Eriq La Salle,Butch Robinson,Ken Aguado",D.J. Caruso
193613,"Dane DeHaan,Mackenzie Gray,James Hetfield,Lars Ulrich,Kirk Hammett,Toby Hargrave,Robert Trujillo","James Hetfield,Lars Ulrich,Kirk Hammett,Robert Trujillo",,
17436,"Billy Bob Thornton,Kim Basinger,Mickey Rourke,Winona Ryder,Jon Foster,Amber Heard,Rhys Ifans,Chris Isaak,Austin Nichols,Lou Taylor Pucci,Mel Raido,Brad Renfro,Theo Rossi,Suzanne Ford,Cameron Goodman,Angela Sarafyan,Katy Mixon,Jessica Stroup,Simone Kessell,Milena Arango,Kimberly Evan,Valentina Garcia,Anne Bergstedt Jordanova",,Bret Easton Ellis,Gregor Jordan
43434,"Alexander Scheer,Fadi Abi Samra,Ahmad Kaabour,Christoph Bach,Rodney El Haddad,Julia Hummer,Antoine Balabane,Rami Farah,Aljoscha Stadelmann,Zeid Hamdan,Fadi Yanni Turk,Badih Abou Chakra,Basim Kahar,Alejandro Arroyo,Cem Sultan Ungan,Susanne Wuest,Anna Thalbach,Udo Samel,Juana Acosta",,"Jens Meurer,Daniel LeConte,Marc Hansell,Frank Lehmann,Jona Wirbeleit",Olivier Assayas
31166,"Josh Hartnett,Elias Koteas,Takuya Kimura,Shawn Yue",Tran Anh Hung,Jean Cazes,Tran Anh Hung
69848,"Tom Berenger,Joaquim de Almeida,Daniela Romo,Mark Moses,Stuart Graham,Gregg Fitzgerald,Don Wycherley,Wolf Muser,Luke Hayden,Ilia Volok,Patrick Bergin,James Gammon,Carlos Carrasco,Stephen Tobolowsky,Dermot Martin",Milton S. Gelman,William J. MacDonald,Lance Hool
8408,"Lori Cardille,Terry Alexander,Joseph Pilato,Jarlath Conroy,Anthony Dileo Jr.,Richard Liberty,Sherman Howard,Gary Howard Klar,Ralph Marrero,John Amplas,Phillip G. Kellams,Taso N. Stavrakis,Gregory Nicotero,Don Brockett,William Cameron,Deborah Carter,Winnie Flynn,Debra Gordon,Jeff Hogan,Barbara Holmes,David Kindlon,Bruce Kirkpatrick,Susan Martinelli,Kim Maxwell,Barbara Russell,Gene A. Saraceni,John D. Schwartz,Mark Tierno,Mike Trcic,John Vulich,Joe Abeln,Terry Adams,Al Anderson,Tom Ardolino,Vini Bancalari,Howard Berger,Everett Burrell,Gary Jones",,Richard P. Rubinstein,George A. Romero
332411,"John Travolta,Christopher Meloni,Rebecca De Mornay,Amanda Schull,Patrick St. Esprit,Sam Trammell,Luis Da Silva Jr.,Llysa Rie Lesaka,Doris Morgado,Melissa Bolona,Paul Sloan,David Hutchison",Paul Sloan,"Michael Mendelsohn,Rob Carliner",Chuck Russell
9389,"Daniel Craig,Catherine McCormack,Romola Garai,Jonathan Pryce,Ian Holm,Kevork Malikyan,Robert Dauney,Isabelle Van Waes,Max Hayter,Chris Bearne,Julian Nest,Sean Pertwee,Marc Cassot",,"Aton Soumache,Alexis Vonarb,Roch Lener",Christian Volckman
9626,"Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,Paul L. Smith,Ronald Lacey,Pat Roach,Terry Richards,Donna Osterbuhr,Lara Lamberti,Hans Meyer,Francesca Romana Coluzzi,Stefano Maria Mioni,Tutte Lemkow,Kiyoshi Yamasaki,Tad Horino",,Christian Ferry,Richard Fleischer
